# 49374 + 3735936685*x
5172858198*((((x&y)^(y|~z))&~t)|((~(x^y)&(x^z))&t)) + 6322365784*(((y|z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 4310715165*((((y&z)^~(x&(y^z)))&~t)|((y^(x|z))&t)) + 18446744070548344037*((~(x&~x)&~t)|((y^(~x|(~y|z)))&t)) + 18446744059915263088*(((x^(~y|z))&~t)|(((x&~y)|(y^z))&t)) + 18446744063938613700*((((x|~y)&~(y^z))&~t)|(((x^y)&(x^z))&t)) + 5172858198*((((x&~y)|~(y^z))&~t)|((y&~(x&z))&t)) + 18446744071123122517*((((x&z)^~(y&~z))&~t)|((~x|(~y&z))&t)) + 14369067008*(((x^(~y|z))&~t)|(~(~x|(y^z))&t)) + 18446744073422187063*(((x|y)&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744066812407352*(((z^~(~x&(y&z)))&~t)|(~(x^y)&t)) + 18446744063076421293*((((x&y)^(x^(y&z)))&~t)|((x^(~y&z))&t)) + 18446744068249279491*(((~z|~(x^y))&~t)|((y^(x&~z))&t)) + 18446744058478341575*(((~(x&~y)&~(x^(y^z)))&~t)|((y^(x&(y^z)))&t)) + 6322365784*((((y&z)^~(~x&(y^z)))&~t)|((~x|(~y|z))&t)) + 21553575825*((((x&y)|~(y^z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
1941762526602734850*((((x&z)|~(y|z))&~t)|((y^~(x&(y^z)))&t)) + 9708812677845375294*((((y&~z)^(x|(y^z)))&~t)|((y^~(x&(y^z)))&t)) + 15534100268861587395*(((y|z)&~t)|((x&(~y&z))&t)) + 12621456471485463628*(((y^~(~x|(y&z)))&~t)|(((x|~y)&(y^z))&t)) + 17475862817880074019*(((x|(~y|z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 17475862806672181674*(((~(x&~y)&(x^(y^z)))&~t)|(~(x|(y^z))&t)) + 9708812666637515865*((~(x&y)&~t)|((~(x&y)&~(y^z))&t)) + 970881267037337026*(((z^(x|(y|z)))&~t)|((y&~(x&z))&t)) + 3883525064413427877*(((~y|(x^z))&~t)|(~(x|~z)&t)) + 17475862802936228531*(((y|~(x|~z))&~t)|((y^(x|~z))&t)) + 8737931403336099066*(((x&~x)&~t)|((z^(x&y))&t)) + 17475862806672165216*(((z^~(~x|(~y&z)))&~t)|(~(x^(~y|z))&t)) + 3883525060677458276*(((y^(~x|(~y&z)))&~t)|((x|(y^z))&t)) + 970881270773273711*(((~x|(y^z))&~t)|((y&z)&t)) + 15534100272597524080*(((y^(~x&(y^z)))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 17475862814144120876*(((z^~(x&(~y|z)))&~t)|(((x^y)|~(x^z))&t)), 49374 + 3735936685*x
8354094621524628968*(((y^(x&(~y|z)))&~t)|((z^(x|(y&z)))&t)) + 11153845260387038495*(((y^z)&~t)|(((x|~y)&(y^z))&t)) + 15172842126224717057*(((y&(x|~z))&~t)|((~x&(y&z))&t)) + 1941762537024123737*((~(~x|(y&z))&~t)|(((x^y)&(x^z))&t)) + 4854406329484530945*((~(y|~z)&~t)|((~x&(y|z))&t)) + 14947055785405340904*(((~(x^y)|(x^z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 6005916671772845117*((~(x^y)&~t)|((y^(x|(y^z)))&t)) + 16121144762149201172*(((x^(y^z))&~t)|((z^~(~x|(~y&z)))&t)) + 13569759109769474575*((((x&z)^~(x^(y&z)))&~t)|(~(~x|(y^z))&t)) + 2867486527285301075*((((x|y)&(y^z))&~t)|(((x|~y)&~(y^z))&t)) + 17046868759882251880*(((y^~(x&(y|z)))&~t)|((z&~(x^y))&t)) + 8828245945090751366*(((y^~(~x&(~y|z)))&~t)|(~(x^z)&t)) + 16730767873768916721*(((x^(y|z))&~t)|((x&(y|z))&t)) + 4493148193139737645*((((y&~z)|~(~x|(~y&z)))&~t)|((y&~(x&~z))&t)) + 3770631894298692998*((~(y&z)&~t)|((~x|(y&z))&t)) + 6480067995338967515*(((z^(x&(y|z)))&~t)|((~(x^y)|(x^z))&t)), 49374 + 3735936685*x
12664928772868142372*((((x&y)|~(x^(y^z)))&~t)|(~(~x|(~y|z))&t)) + 14867525072649111931*((~(x|z)&~t)|((~(x&~y)&(y^z))&t)) + 13490902376599953164*(((~(x|y)|~(x^(y^z)))&~t)|((x&(~y&z))&t)) + 15693498697302118785*(((z^~(x&(~y&z)))&~t)|((~(x&y)&(y^z))&t)) + 6057139844384927552*(((y^(x&(~y|z)))&~t)|((y^(x|(~y|z)))&t)) + 14041551454720741736*(((y|z)&~t)|(((x&z)^(y|z))&t)) + 4955841685154650434*(((z^~(~x&(~y&z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 3028569928169913098*(((y|~(x|~z))&~t)|((z^~(x&(y&z)))&t)) + 9085709774049215324*(((x^(y^z))&~t)|((x^(~y&z))&t)) + 15418174144792451181*(((y&(x|~z))&~t)|((x|(y^z))&t)) + 1101298150264078448*(((z^~(x&(y|z)))&~t)|((~(x|~y)|~(y^z))&t)) + 8810385229758559053*((~(y|~z)&~t)|((z^~(~x|(y&z)))&t)) + 8259736150890583144*(((y^z)&~t)|((~(x^y)|(x^z))&t)) + 4955841695615174404*(((~z&~(x^y))&~t)|((y^~(~x|(y&z)))&t)) + 12114279695494541137*(((y^z)&~t)|((y^~(~x|(y&z)))&t)) + 6057139844384927552*((~(x|(~y&z))&~t)|(((y&z)|(x&(y|z)))&t)), 49374 + 3735936685*x
11068046433017884707*(((y^~(x&(y|z)))&~t)|((y^(~x|(y&z)))&t)) + 15495265006225078089*((((x^y)&(x^z))&~t)|((x&~y)&t)) + 13281655753244944479*(((x|~z)&~t)|((z^(~x|(y&z)))&t)) + 4427218584415003437*(((y^(~x|(y&z)))&~t)|(((x|y)&(y^z))&t)) + 17708874315244311348*((~(x&~z)&~t)|((z^~(x&~y))&t)) + 16233134772162224643*(((x|~z)&~t)|((~(x^y)&~(x^z))&t)) + 12543785994779720669*(((z^~(~x|(~y&z)))&~t)|(((x|~y)&~(y^z))&t)) + 14943779656*(((~(x^y)&~(x^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 16971004538099321823*(((y^(~x|(y^z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 16233134783370034698*((~(x&y)&~t)|((y^~(x|~z))&t)) + 737869739785507469*((~(x&(y&z))&~t)|(~(~x&(~y|z))&t)) + 11068046455433554191*(((y|(x^z))&~t)|((x|(~y&z))&t)) + 2951479063748553300*(((~(x|y)|~(y^z))&~t)|((y&(x|z))&t)) + 4427218565735254180*(((y|(x&z))&~t)|(~(x&(y^z))&t)) + 16971004534363368680*(((~(x|y)|~(y^z))&~t)|(((x&y)|~(x^(y^z)))&t)) + 12543785983571877698*(((y^~(~x&(y|z)))&~t)|((x|z)&t)), 49374 + 3735936685*x
2049638211815493334*(((y^~(~x|(~y&z)))&~t)|((z^(~x|(y|z)))&t)) + 2049638235725488118*(((x|(y|z))&~t)|((~(x|y)|(y^z))&t)) + 2049638240208612140*(((y^~(~x&(y^z)))&~t)|((z^~(~x&(y&z)))&t)) + 12297829372510536584*(((z^~(x&(~y|z)))&~t)|(~(x&(~y|z))&t)) + 8198552924969505758*(((x|(~y|z))&~t)|(((x|~y)&~(y^z))&t)) + 10248191162936605261*((~(~x&(~y&z))&~t)|((y^(~x&(~y|z)))&t)) + 2049638223770490726*((((x|~y)&~(x^(y^z)))&~t)|((~z|~(x^y))&t)) + 12297829374004911258*(((z&(x|y))&~t)|((z^(~x&(y|z)))&t)) + 6148914700451827695*((~(x^(y^z))&~t)|((x|~z)&t)) + 2049638229000802085*((~(x&~x)&~t)|(((y&~z)^(x|(y^z)))&t)) + 10248191148740045858*(((z^~(x&(y|z)))&~t)|(~(~x&(y&z))&t)) + 18446744071467989605*(((z^(x|y))&~t)|((y|(x^z))&t)) + 12297829377740847943*(((~(x|y)|(y^z))&~t)|((x|(y&z))&t)) + 12297829382223971965*((((y&~z)^(~x|(y^z)))&~t)|((x|y)&t)) + 14347467605994462691*(((~(x^y)&~(x^z))&~t)|(z&t)) + 2049638244691736162*(((y&~(x^z))&~t)|((y|z)&t)), 49374 + 3735936685*x
7158437995463117181*(((y^~(x|~z))&~t)|(~(y|z)&t)) + 13215577846974142166*(((~(x&y)&(y^z))&~t)|((~(x^y)&(x^z))&t)) + 15968823244213566697*(((z^~(x|(~y&z)))&~t)|((y^(~x|(y&z)))&t)) + 6057139832831440308*(((~y|~(x^z))&~t)|(((x&y)^~(x^(y&z)))&t)) + 7984411612766958094*(((x|(~y|z))&~t)|((z^(x|y))&t)) + 10462332472150370661*(((y^~(~x&(~y|z)))&~t)|((y^~(~x&(y^z)))&t)) + 15693498691413857367*((((x&y)|~(y|z))&~t)|(~(x|(y^z))&t)) + 12114279684342498209*(((x&y)&~t)|((x^z)&t)) + 12389604225934397484*((~(x|~y)&~t)|((x^y)&t)) + 17896095001733546663*((~(y|~z)&~t)|((x^(y&z))&t)) + 1101298188783200752*(((x&y)&~t)|((y&~(x^z))&t)) + 2202596287904069186*(((x&(y|z))&~t)|((y&~(x^z))&t)) + 8810385218863021868*(((z&~(x&~y))&~t)|(~(x^z)&t)) + 9085709764190841370*(((~z&~(x^y))&~t)|((z^~(x&(y|z)))&t)) + 550649075711941638*((~(x|(~y&z))&~t)|((y|~(x|z))&t)) + 15142849615701915729*(((z^(x&~y))&~t)|((y^~(~x|(y&z)))&t)), 49374 + 3735936685*x
18446744066237579498*((((x&~y)|(y^z))&~t)|((z^(~x|(~y|z)))&t)) + 11207859429*(((y^~(x&z))&~t)|((y^~(x&~z))&t)) + 18446744069973664305*(((~x&(y|z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 18446744069973664305*((~(x^(y&z))&~t)|(~(x|~z)&t)) + 9223372063006406664*((((y&z)|(~x&(y|z)))&~t)|(((x&z)^~(y&~z))&t)) + 3735936685*((~(~x|(y|z))&~t)|((y^(x&(~y|z)))&t)) + 22415768232*((~(~x|(y&z))&~t)|((y&~(x^z))&t)) + 9223372044326673865*(((~y|~(x^z))&~t)|((y&(x|~z))&t)) + 9223372040590687806*(((y^~(x&~z))&~t)|((y^(~x&(y|z)))&t)) + 18446744062501741561*(((~y|(x^z))&~t)|((y^~(x&(y|z)))&t)) + 9223372040590737180*(((y^(~x|(~y|z)))&~t)|(~(~x&(~y|z))&t)) + 18446744066237579498*((~(x&(~y&z))&~t)|((y^(~x&(y^z)))&t)) + 18446744062501692187*(((z^(~x&(y|z)))&~t)|(((x^y)|~(x^z))&t)) + 9223372051798547235*(((~(x&y)&~(x^(y^z)))&~t)|(((x&y)|~(x^(y^z)))&t)) + 18446744055029769443*((~(y&~z)&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
15725093308184771017*(((z^(x|(y&z)))&~t)|(~z&t)) + 3024056402402659051*(((x&y)&~t)|(~(x|(y&z))&t)) + 1209622566191394729*((((x|~y)&(y^z))&~t)|((~(x&~y)&(y^z))&t)) + 6350518452891006609*(((z^~(x&(y|z)))&~t)|((z^(~x|(y&z)))&t)) + 6048112808541254787*((~(x^(y^z))&~t)|((y^~(~x&(y^z)))&t)) + 8467357929716135442*(((y|~(x|~z))&~t)|(((x|~y)&(y^z))&t)) + 16329904589412549413*(((z^~(x&(~y|z)))&~t)|((y^z)&t)) + 18144338433095736479*(((~(x|~y)|(x^(y^z)))&~t)|((~(x|y)|(y^z))&t)) + 10584197414013236393*((~(x&~x)&~t)|(~(x|(~y&z))&t)) + 18144338433095687105*(((y&~(x^z))&~t)|((~z|(x^y))&t)) + 15422687678778815309*(((y|(x^z))&~t)|((~x|(~y&z))&t)) + 11793819991412490551*((((x&y)|~(x^(y^z)))&~t)|(~(~x|(~y&z))&t)) + 13910659464501633325*(((y^(x&(y^z)))&~t)|((y^~(x|(y^z)))&t)) + 4233678964858067721*(((y^~(~x&(y&z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 3628867683630338699*(((y&(x|z))&~t)|((z^~(~x|(y&z)))&t)) + 3326462046752460247*((~(x^(~y|z))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
8757545164419690668*((~(x&(y^z))&~t)|((~z&(x^y))&t)) + 4471937952960999738*((((x&~y)|~(x^(y^z)))&~t)|((~z&~(x^y))&t)) + 5217260952592924525*(((z^~(x|(y&z)))&~t)|(~(x|(y&z))&t)) + 13415813851411125844*((((x|~y)&(x^(y^z)))&~t)|((~(x&~y)&(y^z))&t)) + 3726614975744398817*(((x|(~y|z))&~t)|(((x&~y)|(y^z))&t)) + 372661490476244116*(((z^(~x|(~y&z)))&~t)|(~(x|~y)&t)) + 11366175657527793952*((((y&~z)|~(~x|(~y&z)))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 7266899183835327023*(((y^~(x&(y|z)))&~t)|((z^~(~x&(y|z)))&t)) + 11366175631376434653*((((x&y)|~(y^z))&~t)|((y^~(~x&(y|z)))&t)) + 6148914697463045431*((((x|~y)&(x^(y^z)))&~t)|((x&(y&z))&t)) + 3167622717614684090*(((z^~(~x&(y&z)))&~t)|((y^~(x&(y&z)))&t)) + 2608630478164455292*((((x|y)&~(y^z))&~t)|((x|(y^z))&t)) + 8943875909657788039*(((z^(x|(y|z)))&~t)|((y^~(x|(y&z)))&t)) + 5030930196147115847*(((y|z)&~t)|(((x&y)|~(x^(y^z)))&t)) + 12484160132692364237*((~(x&(y|z))&~t)|(z&t)) + 16956098093125089223*(((~(x|y)|~(y^z))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
3689348822213744194*(~x&(~y&(z^t))) + 14757395251495758048*((~(~x&(y^z))&~t)|(~(~x|(~y|z))&t)) + 18229723554096501587*((((x|y)&(x^(y^z)))&~t)|((y^(x|z))&t)) + 17361641486852160900*(((y^(x&(y^z)))&~t)|((~x&(y&z))&t)) + 8463800220077118423*(((~z&~(x^y))&~t)|((~z|(x^y))&t)) + 14323354223477517419*((((y&z)^~(~x&(y^z)))&~t)|((~y|(x^z))&t)) + 11285066971310634619*(((y^(~x|(y^z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 7161677102398916997*(((~z|(x^y))&~t)|(((x|~y)&(x^(y^z)))&t)) + 3255307786723630195*((((y&z)^~(~x&(y^z)))&~t)|(((x&~y)|(x^(y^z)))&t)) + 8029759203266638475*(((z^~(~x&(y&z)))&~t)|((y|~(x|z))&t)) + 4557430874514387515*((((x^y)|(x^z))&~t)|((y|~(x|z))&t)) + 9982943846160559823*(((x&~x)&~t)|((y|~(x|~z))&t)) + 8680820732218295082*(((y^~(x|(~y&z)))&~t)|((y^~(~x|(y&z)))&t)) + 1085102601801088082*((((x|~y)&(y^z))&~t)|((x|z)&t)) + 3472328302600743539*((((x&z)^(x^(y&z)))&~t)|((x|(y|z))&t)) + 16276538877579199448*~((x|y)&~t), 49374 + 3735936685*x
12297829391190368131*(((x^(y^z))&~t)|((x&~x)&t)) + 18446744069973664305*((~(x^z)&~t)|(~(~x|(~y|z))&t)) + 12297829383718247891*((((x&~y)|(x^(y^z)))&~t)|(~(~x|(~y|z))&t)) + 6148914693727191036*(((z^(x&(~y|z)))&~t)|((~z&~(x^y))&t)) + 6148914682519282233*(((x^(~y&z))&~t)|((~x&(~y&z))&t)) + 7471873370*(((y&(x^z))&~t)|((x&(~y&z))&t)) + 12297829376246423895*(((y^(x|(y&z)))&~t)|(~y&t)) + 12297829387454283324*(((y^(x&~z))&~t)|(((x&y)^(y|~z))&t)) + 18446744066237628872*((~(x&(~y|z))&~t)|((z^(x|~y))&t)) + 7471873370*((~(x^(y&z))&~t)|((z&~(x&y))&t)) + 18446744066237678246*(((~x&(~y&z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 6148914693727141662*((((x|y)&(x^(y^z)))&~t)|((~x|(~y&z))&t)) + 18446744066237628872*(((~x|(y&z))&~t)|((y&~(x^z))&t)) + 6148914689991155603*(((y^~(x&z))&~t)|((y^~(x|(~y&z)))&t)) + 12297829394926206068*(((y^~(x&~z))&~t)|((y^~(x&(y|z)))&t)), 49374 + 3735936685*x
6148914686255284750*(((~x|(y^z))&~t)|((z^(~x|(~y|z)))&t)) + 10620852653141009237*(((z&(x|~y))&~t)|((~(x&y)&(x^(y^z)))&t)) + 8384883671566090649*(((z^(x|(~y|z)))&~t)|((y^(~x|(y&z)))&t)) + 11179844896666832259*(((y^(~x|(y&z)))&~t)|((z^(x|y))&t)) + 1676976745521018310*(((~(x^y)&~(x^z))&~t)|((~y&~(x^z))&t)) + 17887751830183777968*(((x^z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 10620852653141058611*(((y^(x&(y|z)))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 8943875915091864297*(((z&(x^y))&~t)|(((x&z)^~(x^(y&z)))&t)) + 7825891416832605694*(((z^(x|~y))&~t)|((y^~(x&~z))&t)) + 14533798357821375399*(((z^(~x|(~y&z)))&~t)|((y^(x|~z))&t)) + 5589922450201335098*((~(x&(~y|z))&~t)|((y^~(x|(~y&z)))&t)) + 558992247261710333*((~(~x|(y&z))&~t)|((y^~(x&z))&t)) + 4471937959413900491*(((y^(x|~z))&~t)|(((x&z)|(y&~z))&t)) + 12297829383718330181*(((x^z)&~t)|((x|(~y&z))&t)) + 10061860394671587597*(((y^(~x|(y^z)))&~t)|((~(x^y)|~(x^z))&t)) + 3912945715888126843*((((y&z)^~(~x&(y^z)))&~t)|((y|z)&t)), 49374 + 3735936685*x
17361641483907369557*((((x|y)&~(x^(y^z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 17361641479424245535*(((z^(~x|(y|z)))&~t)|((z^(~x|(y&z)))&t)) + 11936128519952910018*((((x|~y)&(y^z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 1085102596526868092*(((z^~(x|(~y&z)))&~t)|((y&~(x&z))&t)) + 8680820734855380390*(((y^~(x&~z))&~t)|(((x&z)^(y|z))&t)) + 3255307775383995499*((((x&z)^(x^(~y&z)))&~t)|(~(x^(~y&z))&t)) + 17361641483907320183*(((y|~(x|~z))&~t)|((x^(y&z))&t)) + 13021231114985304688*(((z^(x|(~y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 4340410368174926906*(((~(x|~y)|(x^(y^z)))&~t)|((y^(x|(y^z)))&t)) + 2170205184834576729*((~(x&~z)&~t)|((~y|(x^z))&t)) + 10851025925667554563*(((x|y)&~t)|((~(x|~y)|(y^z))&t)) + 3255307782855770121*(((y^(x|(y|z)))&~t)|((z&~(x^y))&t)) + 8680820737844179112*(((z|(x&~y))&~t)|(((x&y)|(x^(y^z)))&t)) + 11936128519952811270*(((x&~y)&~t)|(((x&~y)|(x^(y^z)))&t)) + 10851025927909116574*(((z|~(x^y))&~t)|((z&~(x&~y))&t)) + 2170205182593113466*(((~x|(~y&z))&~t)|(((x&y)^(x^(~y|z)))&t)), 49374 + 3735936685*x
1516170754279811044*((~(~x|(~y&z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 8338939103707448965*(((z|~(x^y))&~t)|(~y&t)) + 5053902486869019668*((~(x|~y)&~t)|(((x&z)^(x^(~y&z)))&t)) + 4801207367382303656*(((x&(y^z))&~t)|((z^(x&(y|z)))&t)) + 11623975709338068207*(((z|~(x^y))&~t)|((~(x|~y)|(y^z))&t)) + 17941353823528260163*(((y^~(~x|(y&z)))&~t)|(((x^y)|(x^z))&t)) + 12129365955783373601*((((x&y)^~(x^(~y|z)))&~t)|((x&(~y|z))&t)) + 11118585470364636183*(((~x|(y^z))&~t)|(x&t)) + 2779646377865046647*(((z&~(x^y))&~t)|((z^~(x&(~y|z)))&t)) + 8338939099971512280*(((y^(x|(y|z)))&~t)|(((x&y)|(y^z))&t)) + 7580853730303504815*(((z|(x&~y))&~t)|(~(x&(~y&z))&t)) + 3285036616838429297*(((y^~(~x|(~y&z)))&~t)|(((y&z)|(x&(y|z)))&t)) + 4548512247895637018*((((x&y)^(y|z))&~t)|((z|(x&~y))&t)) + 1263475619849249544*(((~(x^y)|~(x^z))&~t)|((z|(x^y))&t)) + 4548512244159650959*((~(~x&(y^z))&~t)|((z|(x^y))&t)) + 18194048935543053431*(((z&~(x&~y))&~t)|(~(x&~x)&t)), 49374 + 3735936685*x
4427218576793689308*((~(x|z)&~t)|(~(y|z)&t)) + 1475739525597912894*((~(~x&(y&z))&~t)|((z^~(x&~y))&t)) + 3735887311*(((z&~(x&y))&~t)|(~y&t)) + 14019525493179974997*((((x&y)^(x^(~y|z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 15495265029985648572*((~(x&(y^z))&~t)|((~x&(y&z))&t)) + 1475739525597863520*((((x|y)&(y^z))&~t)|((y&~(x&z))&t)) + 5902958106127489513*(((x|~y)&~t)|(((x&~y)|~(x^(y^z)))&t)) + 7378697624253529037*((((y&~z)^(~x|(y^z)))&~t)|(((x&y)^(y|z))&t)) + 9592306916386186941*(((~(x|~y)|~(y^z))&~t)|(~(x&(y&z))&t)) + 14019525493179876249*(((y^(~x|(y&z)))&~t)|((x&(y&z))&t)) + 1475739529333800205*(((x&(~y&z))&~t)|((x&y)&t)) + 15495265018777838517*(((~z|~(x^y))&~t)|(~(~x|(~y&z))&t)) + 15495265029985648572*(((~z&~(x^y))&~t)|((x|(y^z))&t)) + 11805916208519042341*((((y&z)|(x&(y|z)))&~t)|((x|(y^z))&t)) + 7378697627989465722*(((y^~(~x&(y|z)))&~t)|((~(x^y)|(x^z))&t)) + 8116567390788422169*(((y&(x^z))&~t)|(~(x&~x)&t)), 49374 + 3735936685*x
4743448468411399074*((~(~x|(~y|z))&~t)|((~x&(y^z))&t)) + 11595096286004197398*((((x&y)|(y^z))&~t)|((z^(x|(y&z)))&t)) + 11068046441237011246*((((x&~y)|(x^(y^z)))&~t)|((~(x&y)&(y^z))&t)) + 1054099670854787627*(((y^~(~x&(y|z)))&~t)|((y^(x|z))&t)) + 6324597954145928747*(((y^(x|(y|z)))&~t)|((~(x&y)&~(y^z))&t)) + 14757395257473256744*(((x|z)&~t)|(~(x^(~y&z))&t)) + 17392644402854714615*(((y^(~x|(~y&z)))&~t)|((y^(x|(~y&z)))&t)) + 2108199304350208404*((((x&y)|(y^z))&~t)|(~(~x|(y^z))&t)) + 9486896951766544888*((((x^y)|(x^z))&~t)|((y^~(x&(~y|z)))&t)) + 12649195949387111655*((((x&z)^(x^(~y&z)))&~t)|((y^(~x|(y^z)))&t)) + 6324597965353689428*(((z^(x|(y|z)))&~t)|(((x&y)|~(y|~z))&t)) + 7905747447352282416*((~(x|~y)&~t)|(((x&y)|(y^z))&t)) + 14230345442593465324*((((x&y)|(y^z))&~t)|((y^(x&~z))&t)) + 17392644417798609477*(((y^(~x&(y|z)))&~t)|((x|y)&t)) + 12122146108355763440*(((z^(x&~y))&~t)|(~(~x&(~y&z))&t)) + 10013946785325970359*(((y^(x&(y^z)))&~t)|((z|(x^y))&t)), 49374 + 3735936685*x
9223372040590737180*((~(x|(y&z))&~t)|((x&~z)&t)) + 15615808101853680265*((((x^y)&(x^z))&~t)|((~x&(~y&z))&t)) + 14519961916186939230*(((z&~(x^y))&~t)|((~(x^y)&(x^z))&t)) + 16346372223140866707*((~(x^(~y|z))&~t)|((z^~(x&(~y&z)))&t)) + 8675448949625335005*(((z^~(x|(y&z)))&~t)|(~(y&z)&t)) + 11232423374130512239*(((z^~(~x&(~y&z)))&~t)|((y&~(x&z))&t)) + 9223372033118814436*((~(x|z)&~t)|((z^~(~x&(y&z)))&t)) + 14519961927394798659*((((x&y)^(x^(y&z)))&~t)|((~x&(y|z))&t)) + 16437692732697853813*((((x&z)^~(x^(~y&z)))&~t)|((y^(x|(~y&z)))&t)) + 11506384914009283612*(((~(x|y)|(y^z))&~t)|(~(x&y)&t)) + 7579602756486671226*(((x|(~y|z))&~t)|((x&y)&t)) + 4292064214430244235*(((y^(x|(y^z)))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 2922256488884731827*(((y^~(x|(y^z)))&~t)|(((x&z)|~(y|z))&t)) + 11232423377866448924*~((y|t)^x) + 4200743701137320444*(((y^(~x|(~y|z)))&~t)|((y&(x|z))&t)) + 6666397612349573887*(((y^(x&z))&~t)|(~(y&~z)&t)), 49374 + 3735936685*x
8757545152532625881*((~(~x|(~y&z))&~t)|((y^~(~x&(~y&z)))&t)) + 17142428816287234995*(((x&~z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 3353953488664680717*(((y^(x&z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 2049638234978300781*(((y^~(~x&(~y&z)))&~t)|(((x|~y)&(y^z))&t)) + 17701421092417581397*(((~(x&y)&(x^(y^z)))&~t)|(~(x|~z)&t)) + 12670490865024490036*(((x^(y|z))&~t)|((x^z)&t)) + 15279121357453404420*(((y&(x|~z))&~t)|((x^z)&t)) + 2049638238714237466*(((z^~(~x|(y&z)))&~t)|((y&~(x^z))&t)) + 10434521891261036525*(((z^~(x|y))&~t)|(~(x^(y&z))&t)) + 5962583943734228251*((((y&z)^~(x&(y^z)))&~t)|((y^~(x|~z))&t)) + 17515090334952794616*(((y|~z)&~t)|(~(x^(y|z))&t)) + 9689198909969115680*((((x&y)|~(x^(y^z)))&~t)|((y^(~x|(~y&z)))&t)) + 2794961205062460945*((~(x^(~y&z))&~t)|((y&z)&t)) + 10061860413690879187*((((x&z)|~(y|z))&~t)|((y^~(x|z))&t)) + 16769767353660824397*(((~(x&y)&~(y^z))&~t)|(((x&~y)|~(y^z))&t)) + 16956098081238068324*(((~x|(~y&z))&~t)|(~(~x&(y^z))&t)), 49374 + 3735936685*x
11629469096769521717*(((~x&(y&z))&~t)|((z^(x|(y|z)))&t)) + 4010161759052612626*(((x|~z)&~t)|((z^~(x&(~y&z)))&t)) + 7218291168536353611*((~(y|z)&~t)|((~x&(y&z))&t)) + 12030485269686013882*(((z&(x^y))&~t)|((z^~(~x&(y&z)))&t)) + 17243695551224089062*(((y^(~x&(y|z)))&~t)|((~x&(~y|z))&t)) + 14436582318392875675*(((z^(~x&(y|z)))&~t)|(~x&t)) + 13233533780963567633*(((z^(x|~y))&~t)|(~(x&z)&t)) + 15639630837142352170*(((y^~(~x&(y|z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 6015242634842982254*(((y^(x|(y^z)))&~t)|((y^(~x&(y|z)))&t)) + 6817274976940029899*(((x|(y^z))&~t)|((y&z)&t)) + 6817274984411952643*((~(x&(y|z))&~t)|(y&t)) + 7619307345188782461*((((y&~z)|~(~x|(~y&z)))&~t)|(((x&~y)|~(y^z))&t)) + 5213210274066152436*(((x&(y&z))&~t)|((y^~(~x|(y&z)))&t)) + 8421339691021766791*(((~(x&y)&~(x^(y^z)))&~t)|((x|z)&t)) + 8020323506897415197*(((x&~x)&~t)|((x|(~y|z))&t)) + 6416258811495460478*((~(~x|(y&z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
