# 3735936685*~x
16689911286994657724*((((x^y)&~(x^z))&~t)|((y^~(x&(y^z)))&t)) + 15811494930996577628*((((x&y)^(y|~z))&~t)|((~(x&~y)&(y^z))&t)) + 14933078530167257312*(((y^(~x|(y&z)))&~t)|(((x^y)&~(x^z))&t)) + 13176245769603920215*(((z^(x|y))&~t)|(~(~x|(y&z))&t)) + 18446744062501741561*(((z^(x|(~y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 4392081940635677935*(((y^(~x|(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 14933078530167257312*((~(x|~z)&~t)|((y^(x|(~y|z)))&t)) + 4392081940635677935*((((x|y)&(y^z))&~t)|(~(y&z)&t)) + 10540996623155009542*(((x^(~y&z))&~t)|((~(x&y)&~(y^z))&t)) + 6148914697463078347*(((y^(x|(y|z)))&~t)|(~(x|~z)&t)) + 9662580211117879171*(((y^(x|(~y|z)))&~t)|(((x^y)|(x^z))&t)) + 7905747454290478759*((y&~z)|x) + 4392081918220057825*((((x&~y)|~(x^(y^z)))&~t)|(~(y^z)&t)) + 14054662140545747051*(((x|z)&~t)|(~(x&~y)&t)) + 6148914704934951717*(((y^~(~x&(y|z)))&~t)|((y|(x^z))&t)) + 4392081929427867880*(((x^(~y&z))&~t)|((z|~(x|y))&t)), 3735936685*~x
9979386128927095528*(((x&~x)&~t)|((y^(x|(y&z)))&t)) + 3628867692755873572*(((y^(~x|(y^z)))&~t)|(~(x&z)&t)) + 1209622548062898889*(((y^~(~x&(y|z)))&~t)|((y^~(x|(~y&z)))&t)) + 4233678961183417989*(((y|z)&~t)|((x^(y^z))&t)) + 9374574864235487796*(((~(x|y)|~(y^z))&~t)|((y^(~x&(~y|z)))&t)) + 6652924094668582617*(((x|(y&z))&~t)|(((x&y)|(x^(y^z)))&t)) + 2721650765830968494*((~(x|(~y&z))&~t)|((y^(~x|(y^z)))&t)) + 907216934396778448*((~(x|z)&~t)|((z^~(x|~y))&t)) + 15422687668060905886*(((y^~(~x&(~y|z)))&~t)|((x|~y)&t)) + 604811290843164527*((((x&y)^(x^(y&z)))&~t)|((~(x|~y)|~(y^z))&t)) + 15120282031979165335*(((~x&(y|z))&~t)|((y|(x&~z))&t)) + 9676980485373481607*(((~(x^y)&~(x^z))&~t)|(~(x&(~y&z))&t)) + 5140895891844259752*(((y^(x|(~y|z)))&~t)|(~(~x&(y^z))&t)) + 13608253814211095730*((((x|~y)&(x^(y^z)))&~t)|((z|~(x|~y))&t)) + 4233678968655291359*(((y^(~x&(~y|z)))&~t)|((z|~(x^y))&t)) + 3326462049202259651*((((y&~z)|~(~x|(~y&z)))&~t)|((x|(~y|z))&t)), 3735936685*~x
2241562011*(((z&(x|y))&~t)|((y^(x|~z))&t)) + 18446744066984865583*((((x&y)^(x^(y&z)))&~t)|((y^(x|~z))&t)) + 2241562011*(((y^(~x&(y|z)))&~t)|((y^(x&z))&t)) + 7471873370*(((z^~(x&(~y&z)))&~t)|((~z|(x^y))&t)) + 18446744069973614931*(((~(x|~y)|(y^z))&~t)|((~x|(~y&z))&t)) + 2241562011*((~(x^(~y&z))&~t)|((y^(x|(~y&z)))&t)) + 18446744072215176942*(((~(x^y)|(x^z))&~t)|((z&~(x^y))&t)) + 8219060707*(((~(x&y)&~(x^(y^z)))&~t)|((x^(y^z))&t)) + 18446744070720802268*(((y^(x&(~y|z)))&~t)|((y^~(x|~z))&t)) + 18446744068479240257*(((z^~(x&(y|z)))&~t)|((x|~z)&t)) + 2988749348*((~(y|z)&~t)|((z^~(x|(~y&z)))&t)) + 6724686033*(((x|(y|z))&~t)|((y^(~x|(~y&z)))&t)) + 18446744063248928898*(((~z|(x^y))&~t)|((x|(~y&z))&t)) + 9713435381*(((x|y)&~t)|((x|(~y&z))&t)) + 18446744066237678246*(((x&(y|z))&~t)|((x|(y^z))&t)), 3735936685*~x
5270498315313441456*(y&~z) + 2635249150184847358*((~(x|(~y&z))&~t)|((~(x&y)&(y^z))&t)) + 13176245765867983530*(((~x|(~y|z))&~t)|((~(x&y)&(y^z))&t)) + 2635249153920784043*(((x^(y&z))&~t)|((z^(x|(~y&z)))&t)) + 10540996608211262802*((((x|~y)&(y^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 7905747461762352129*((~(x^(~y|z))&~t)|((x^(~y|z))&t)) + 7905747461762352129*(((y^(x&(y|z)))&~t)|((z&~(x&y))&t)) + 3735936685*(((y^(~x|(y^z)))&~t)|((~x|(y^z))&t)) + 15811494923524704258*((~(x&(y^z))&~t)|((y^~(x&(y&z)))&t)) + 13176245762132046845*(((y^~(~x&(~y&z)))&~t)|((x|(~y&z))&t)) + 15811494923524704258*((~(~x|(y&z))&~t)|(((x&z)^(x^(y&z)))&t)) + 18446744066237678246*(((y&(x|~z))&~t)|((y|(x&~z))&t)) + 7905747465498288814*((~(x|(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 15811494923524704258*(((~(x|y)|(y^z))&~t)|((z^~(x|(y&z)))&t)) + 5270498304105631401*(((~z|(x^y))&~t)|((z|~(x|y))&t)), 3735936685*~x
16769767336679280545*((~(y|~z)&~t)|(~(~x|(y|z))&t)) + 16769767336679280545*(((z^~(x|y))&~t)|(~(~x|(y|z))&t)) + 11738837140532214072*((((x&y)|~(x^(y^z)))&~t)|((~x&(~y&z))&t)) + 3353953470324605457*(((z^(x&y))&~t)|(((x&z)^(x^(~y&z)))&t)) + 1676976733294334386*(((x|~z)&~t)|(~(y&z)&t)) + 3735936685*((((x&z)|~(y|z))&~t)|(~(x&y)&t)) + 16769767340415217230*(((z^~(~x|(y&z)))&~t)|(~(x&(y&z))&t)) + 15092790607120882844*((~(x|~z)&~t)|((y^~(x&(y|z)))&t)) + 8384883670207608615*((((x&~y)|(y^z))&~t)|(~(x^(y|z))&t)) + 11738837136796277387*(((x^y)&~t)|((~(x^y)|~(x^z))&t)) + 10061860403501943001*(((z^(x&~y))&~t)|((y^~(x|z))&t)) + 3353953470324605457*((z&~t)|((y^~(x|z))&t)) + 11738837140532214072*(((y^(x|(y&z)))&~t)|(((x&y)|~(y^z))&t)) + 3353953470324605457*(((z^~(x&(y&z)))&~t)|((~x|(~y|z))&t)) + 6707906929441400859*((x&~t)|((x|(~y|z))&t)) + 3353953466588668772*((((x&y)|~(y^z))&~t)|((~x|(y|z))&t)), 3735936685*~x
878416395599008957*((~(y&~z)&~t)|(~(x|(y&z))&t)) + 3513665522621048868*(((x&z)&~t)|(((x^y)&~(x^z))&t)) + 878416394104634283*((~(x|(y|z))&~t)|((z^(~x|(y&z)))&t)) + 878416370194639499*(((z^(x|(~y&z)))&~t)|(~(y|~z)&t)) + 11419412996338398389*(((y^(x|z))&~t)|((y^(~x|(y|z)))&t)) + 3513665528598547564*(((~z|(x^y))&~t)|((y^z)&t)) + 6148914681772144270*(((~(x&y)&~(y^z))&~t)|((z^~(~x&(y&z)))&t)) + 13449372066*(((x|y)&~t)|((y^(x&(~y|z)))&t)) + 17568327683340854018*(((z^~(x&(y&z)))&~t)|((y^~(x|(y^z)))&t)) + 7027331081854277249*(((~z|~(x^y))&~t)|((z&(x|~y))&t)) + 4392081912242559129*(((z&(x|~y))&~t)|(((x|y)&~(y^z))&t)) + 15811494921283142247*((~(x&z)&~t)|((y&~(x&~z))&t)) + 15811494917547205562*(((~(x^y)&(x^z))&~t)|((y^(x&~z))&t)) + 2635249156162346054*((~(x^(y|z))&~t)|((z&~(x&~y))&t)) + 878416382149636891*((~(~x&(y|z))&~t)|((z^(x&~y))&t)) + 9662580240258185314*(((x^(y&z))&~t)|((x|(y|z))&t)), 3735936685*~x
8143157291847600914*((~(x&~x)&~t)|(~(~x|(y|z))&t)) + 332373768844034332*(((z^~(x&(~y&z)))&~t)|((z^(x|(y&z)))&t)) + 17781996543493356322*(((y|(x^z))&~t)|((y^~(x&(y^z)))&t)) + 10968334319550019366*((((x&z)|(y&~z))&~t)|((~y&~(x^z))&t)) + 6481288458835239309*((~(x&(y^z))&~t)|(((x|~y)&(y^z))&t)) + 11300708080922180328*((~(~x&(~y|z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 1994242601856395937*((~(~x|(y&z))&~t)|((y&(x^z))&t)) + 7976970414897457118*((~(x|(y|z))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 9971213013017916370*(((~x&(~y&z))&~t)|(~(x^z)&t)) + 13627324455358547282*(((~x&(~y|z))&~t)|((y&z)&t)) + 12962576921406415303*((~(x^(y&z))&~t)|((y^(x&~z))&t)) + 10137399897439933536*(((z^(~x|(~y&z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 4819419614615067649*(((y^(~x&(~y|z)))&~t)|(~(~x&(y^z))&t)) + 12962576917670478618*(((x&(~y&z))&~t)|((y|~(x^z))&t)) + 9638839240437945353*((((x^y)|~(x^z))&~t)|(~(x&~z)&t)) + 18114370308601453969*((((x&y)^(y|~z))&~t)|((~x|(y|z))&t)), 3735936685*~x
3883525067952751041*(((~x|(~y|z))&~t)|((x&~x)&t)) + 11650575200122316438*(((x^y)&~t)|(~(x|(y|z))&t)) + 9708812664277972575*((((x|~y)&(x^(y^z)))&~t)|((z^(x|y))&t)) + 16504981534129271068*((((x|~y)&~(y^z))&~t)|((y^~(~x&(~y&z)))&t)) + 5825287611268968274*(((z|(x&~y))&~t)|((z^(~x|(y&z)))&t)) + 4854406345214764685*(((z^~(x&(~y|z)))&~t)|((~(x|y)|(y^z))&t)) + 18446744062501741561*(((x|(y&z))&~t)|((~(x|y)|(y^z))&t)) + 7767050135905502082*(((z^(x&(y|z)))&~t)|((y^(x|~z))&t)) + 12621456462440583342*((~(x|z)&~t)|((y&~(x^z))&t)) + 3883525075424624411*(((y|(x&~z))&~t)|((y&(x|~z))&t)) + 9708812668013909260*(((x^(y|z))&~t)|(((x&y)|(y^z))&t)) + 9708812671749845945*(((~y&(x^z))&~t)|((z&~(x&~y))&t)) + 8737931405695642356*(((~x|(~y|z))&~t)|((z^~(~x|(y&z)))&t)) + 16504981530393334383*(((x&(y|z))&~t)|((z&(x|y))&t)) + 3883525071688687726*(((x|(y&z))&~t)|((z|(x&~y))&t)) + 8737931409431579041*((~(y|z)&~t)|((~x|(~y|z))&t)), 3735936685*~x
16063671865703213063*((~(~x|(y&z))&~t)|(~(~x|(y|z))&t)) + 16328457675725095910*((((x&~y)|(x^(y^z)))&~t)|((y^~(~x&(~y&z)))&t)) + 7060954672401307970*(((~z&~(x^y))&~t)|((y^(x|(y|z)))&t)) + 10944479732882185641*((~(x^(~y&z))&~t)|(~(x|~y)&t)) + 15004528681654731950*(((~y&~(x^z))&~t)|(~(x&(~y|z))&t)) + 1323928990334427275*(((x&(~y|z))&~t)|((~(x|~y)|(y^z))&t)) + 18446744062501741561*(((y|(x&~z))&~t)|((~(x^y)&~(x^z))&t)) + 4677882464394969417*((((x&z)^~(x^(y&z)))&~t)|(x&t)) + 4148310874238697203*((((x&~y)|~(x^(y^z)))&~t)|((~y|~(x^z))&t)) + 11032741677028019960*((((y&z)|(x&(y|z)))&~t)|(~(y^z)&t)) + 1941762528372470493*(((y^(~x|(~y&z)))&~t)|((y|(x&~z))&t)) + 13151028089956222406*(((x|y)&~t)|(((y&z)|(~x&(y|z)))&t)) + 17034553128021479967*(((x&~z)&~t)|(~(x&(y^z))&t)) + 10238384273113928214*(((z^(x|(y|z)))&~t)|((z^~(x|(y&z)))&t)) + 13945385482662504097*(((y^~(x&(y|z)))&~t)|((x|(y&z))&t)) + 16063671861967276378*((((x&y)|~(x^(y^z)))&~t)|(z&t)), 3735936685*~x
2170205187515718790*((x&y)&~t) + 10851025932348282591*((y^z)&~x) + 4340410360087690840*(((y&(x|~z))&~t)|((y^~(x&(y^z)))&t)) + 5425512967294922301*(((y|~z)&~t)|((z^(x|y))&t)) + 14106333706149987406*(((~(x^y)&(x^z))&~t)|((z^~(~x&(~y&z)))&t)) + 14106333700172488710*((((x|y)&(y^z))&~t)|((y^z)&t)) + 13021231108656191326*(((x^(y|z))&~t)|(~(x|(~y&z))&t)) + 1085102593010672058*(((~z|(x^y))&~t)|(((x&z)^~(y&~z))&t)) + 8680820740349439779*((~(x|~z)&~t)|((x^y)&t)) + 9765923341579172544*(((y^~(~x|(y^z)))&~t)|(~(x^(y^z))&t)) + 8680820745579751138*((~(~x|(~y|z))&~t)|((~(x|~y)|(y^z))&t)) + 2170205178549470746*(((x^z)&~t)|((~(x|~y)|(y^z))&t)) + 9765923337096048522*(((z|~(x|~y))&~t)|((y^~(x&z))&t)) + 3255307778284828837*(((z&~(x^y))&~t)|((y^(~x&(~y|z)))&t)) + 11936128514898331931*(((y^~(~x|(y^z)))&~t)|((z^(~x&(y|z)))&t)) + 11936128517139893942*(((~x|(~y|z))&~t)|(((x&z)^(x^(y&z)))&t)), 3735936685*~x
10052987519055038292*(((z^~(~x|(~y&z)))&~t)|(~(x|(y|z))&t)) + 9760182044640058150*((~(~x&(y^z))&~t)|((x&~z)&t)) + 10540996611947199487*(((y^~(x|z))&~t)|((y^~(~x&(~y&z)))&t)) + 12981042121239245682*(((z^(x|(~y|z)))&~t)|((x^(~y|z))&t)) + 14933078541375067367*((((x&z)^~(x^(~y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 6148914693727141662*(((y^~(x&z))&~t)|((y^(x|(y^z)))&t)) + 10345792971054398324*(((y^z)&~t)|(((x^y)|(x^z))&t)) + 5270498311577504771*((~z&~t)|((~z|~(x^y))&t)) + 10638598430525631726*(((~(x&~y)&(x^(y^z)))&~t)|((~z|~(x^y))&t)) + 4001674640170392184*(((~y|(x^z))&~t)|((x&z)&t)) + 14445069429803222747*(((x^(y^z))&~t)|(~(x^z)&t)) + 15128282178531931845*(((z^(~x&(~y|z)))&~t)|(((x&z)|(y&~z))&t)) + 18153938614238318214*(((y|z)&~t)|((z^~(x&(~y|z)))&t)) + 13664254866232018095*(((~(x&y)&~(x^(y^z)))&~t)|((x|~y)&t)) + 11126607534625602976*(((x|(y&z))&~t)|(((x|y)&~(y^z))&t)) + 18251540436552687138*(((~(x^y)&~(x^z))&~t)|((x|(y|z))&t)), 3735936685*~x
5614226480995999652*(((z^(~x|(~y|z)))&~t)|((~y&(x^z))&t)) + 9624388189304852614*(((z|(x&y))&~t)|(((y&z)^~(x&(y^z)))&t)) + 8822355854517205522*((((x^y)|~(x^z))&~t)|((~y&~(x^z))&t)) + 17644711682135666912*(((~y&~(x^z))&~t)|((y^(x|~z))&t)) + 12832517665937910990*(((z&~(x&y))&~t)|(~(x^(~y&z))&t)) + 16842679374246763952*((z&~t)|((y^~(x&z))&t)) + 12832517631567293488*((~(x^(y^z))&~t)|((x|~z)&t)) + 6416258812794897396*(((x|(y|z))&~t)|((x|(~y&z))&t)) + 12832517599438237997*(((~z|(x^y))&~t)|(((x&y)|(y^z))&t)) + 1604064677047167554*(((~x&(y|z))&~t)|((y&~(x&~z))&t)) + 16842679369763639930*(((~(x^y)|(x^z))&~t)|((~(x|~y)|~(y^z))&t)) + 15238614691969285039*(((z^~(x&(~y|z)))&~t)|((~(x|y)|~(y^z))&t)) + 7218291163273478565*(((z^(x&(~y|z)))&~t)|((y|(x^z))&t)) + 2406097061896366225*((((x&z)^~(x^(~y&z)))&~t)|((y^(x&(y^z)))&t)) + 2406097046205432148*(((~x&(y|z))&~t)|(~(y&~z)&t)) + 16040647014054747402*(((x&(~y|z))&~t)|((~x|(y|z))&t)), 3735936685*~x
3735936685*(((z|(x&y))&~t)|((z^(~x|(~y|z)))&t)) + 18446744066237678246*(((~z&(x^y))&~t)|((y^(~x|(y&z)))&t)) + 7471873370*((~(x|(y^z))&~t)|(((x&z)^(y|z))&t)) + 3735936685*(((y&~(x&z))&~t)|(((x|y)&~(x^(y^z)))&t)) + 3735936685*((((y&~z)^(x|(y^z)))&~t)|((y^~(x&(y|z)))&t)) + 11207810055*((((y&z)^~(x&(y^z)))&~t)|((y^(~x&(~y|z)))&t)) + 18446744066237678246*(((~x|(y^z))&~t)|(((x&z)|(y&~z))&t)) + 3735936685*(((z^~(x&(y&z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 7471873370*((~(x^(y^z))&~t)|((y|~(x|~z))&t)) + 18446744062501741561*(((y^(~x|(~y&z)))&~t)|(~(x&~y)&t)) + 18446744062501741561*(((~(x&y)&~(y^z))&~t)|((y|(x^z))&t)) + 3735936685*(((y^(~x|(y|z)))&~t)|(~(x&~z)&t)), 3735936685*~x
6228770725479268395*(((y^(~x&(y^z)))&~t)|((z^~(~x&(~y&z)))&t)) + 15092790607120882844*(((z^(x|~y))&~t)|((y^z)&t)) + 12936677664634104635*(((~x|(y&z))&~t)|((y^~(~x|(~y&z)))&t)) + 11259700927603833564*(((x|~z)&~t)|((y&~(x&z))&t)) + 6468338830449083975*(((x&(y^z))&~t)|(~(x&(y&z))&t)) + 5989202619762265478*(((y^(x|~z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 1197840521113141215*((((x|y)&(x^(y^z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 12936677664634104635*((~(x|~y)&~t)|((y^~(x|~z))&t)) + 1437408632060455491*(((x|(~y&z))&~t)|((y^(~x&(~y|z)))&t)) + 12936677661645355287*((((x&y)^~(x^(y&z)))&~t)|((x&(y|z))&t)) + 14613654393445314999*(((x&(y|z))&~t)|(((x&y)|(y^z))&t)) + 3593521570811297015*(((y&(x|z))&~t)|((z^~(x|y))&t)) + 17009335446132220147*((((x&~y)|~(y^z))&~t)|(((x^y)|~(x^z))&t)) + 3353953467335856109*(((x^(y^z))&~t)|((x|y)&t)) + 2156112946222714894*(((y&(x|~z))&~t)|(~(~x&(~y&z))&t)) + 17009335445385032810*(((z^(~x|(y&z)))&~t)|((z|(x&y))&t)), 3735936685*~x
18446744072560032636*(((z&(x|y))&~t)|((~x&(~y&z))&t)) + 12297829380269789699*(((y^~(x&(y|z)))&~t)|((z^(x|~y))&t)) + 18446744069398855441*(((y^~(~x|(y&z)))&~t)|((y&~(x&z))&t)) + 862139235*(((z^~(x&(y|z)))&~t)|((y^~(~x&(~y|z)))&t)) + 6148914700336875797*(((y^~(~x|(~y&z)))&~t)|(~(x^(y^z))&t)) + 12297829385730004854*((((y&~z)^(x|(y^z)))&~t)|((z&~(x&y))&t)) + 12297829386017384599*(((y^(x&z))&~t)|((x&(y&z))&t)) + 12297829383143587149*(((~(x&~y)&(y^z))&~t)|(~(~x|(~y&z))&t)) + 12297829383143587149*(((y^(x|~z))&~t)|((y^~(x&z))&t)) + 7759253115*(((~x|(~y&z))&~t)|(~(x^(y&z))&t)) + 18446744071410513656*(((~y&~(x^z))&~t)|((z^~(x&(~y|z)))&t)) + 12297829383430966894*((((x&z)|~(y|z))&~t)|((z&(x|~y))&t)) + 18446744065375539011*(((y^(x|(~y&z)))&~t)|((y^(~x|(y^z)))&t)) + 18446744071697893401*(((z^(~x|(y|z)))&~t)|((z&~(x&~y))&t)) + 2586417705*(((z&(x|~y))&~t)|(~(x&~y)&t)) + 6148914687692167017*(((y^(x&(y|z)))&~t)|(((x&y)|~(x^(y^z)))&t)), 3735936685*~x
4791362129283805080*((~(x|(y^z))&~t)|((x&~x)&t)) + 14613654376260006248*(((y|(x^z))&~t)|((z^(x|(y|z)))&t)) + 9822292325430871553*(((y^(x&(y|z)))&~t)|(~z&t)) + 958272409418639602*(((x^(y&z))&~t)|((y^~(~x&(y^z)))&t)) + 3833089716129228793*((((y&~z)|~(x|(~y&z)))&~t)|((y^(x|(y|z)))&t)) + 4312225883479181744*((((y&~z)^(x|(y^z)))&~t)|((y^(~x|(~y|z)))&t)) + 6947475044871839157*(((z^~(~x|(~y&z)))&~t)|(((x&z)^(y|z))&t)) + 7187043126678847290*((((y&~z)|~(x|(~y&z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 3833089663826115203*(((x^(~y|z))&~t)|((z^~(x&y))&t)) + 11259700928351020901*((~y&~t)|((z^~(x&(y&z)))&t)) + 17488471649347165274*((((x&z)^(y|z))&~t)|((z&(x|~y))&t)) + 3593521555867550275*((((x|~y)&~(x^(y^z)))&~t)|(((x|y)&~(y^z))&t)) + 17967607887679915240*(((x&(y&z))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 16530199247400399042*((((x&y)^~(x^(y&z)))&~t)|(y&t)) + 17248903578747967196*(((z^(x|(y&z)))&~t)|((x|y)&t)) + 4312225857327624949*((~(x|(~y&z))&~t)|((x|(y|z))&t)), 3735936685*~x
10889048392139064889*(((y^(x&(y|z)))&~t)|((z^~(~x&(~y&z)))&t)) + 16159546696244696290*(((y^(x|z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 17700918844851310111*((~(x^(y&z))&~t)|(~(x|~y)&t)) + 13275689128968561727*(((~z|(x^y))&~t)|((z^(x|(~y&z)))&t)) + 5867158493916910638*((((x&z)^(x^(~y&z)))&~t)|((y^~(~x&(y&z)))&t)) + 17850083887634209064*(((y&(x|~z))&~t)|((~x|(~y&z))&t)) + 10640439978783714369*((((x&y)|~(x^(y^z)))&~t)|((~x|(~y&z))&t)) + 12927637356248569695*(((z^(~x&(y|z)))&~t)|(~(x&y)&t)) + 15811494923524704258*(((~z&~(x^y))&~t)|((x&(y&z))&t)) + 6861592132394565978*((~(~x&(y|z))&~t)|((z^~(x&(y|z)))&t)) + 17651197161433052670*(((x|(y|z))&~t)|((y^~(x&(y&z)))&t)) + 1044155321895912781*(((y|z)&~t)|((x|~y)&t)) + 9496841290051286706*((((x&y)^(y|~z))&~t)|((y&(x|z))&t)) + 7557695685306423412*((((x|y)&~(y^z))&~t)|(((x&y)|~(y^z))&t)) + 12132090440236134064*(((y^(x|z))&~t)|((y|~(x|~z))&t)) + 3231909339996126595*(((z^~(~x|(~y&z)))&~t)|((~x|(y|z))&t)), 3735936685*~x
6148914667575584867*((((x&y)|~(y^z))&~t)|((~z&~(x^y))&t)) + 12297829365038663214*((((x&~y)|~(x^(y^z)))&~t)|((x&(~y&z))&t)) + 14347467614960727193*((~(x&~y)&~t)|(~(x|~y)&t)) + 6148914723614635142*((~y&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 4099276455012887738*(((z^(x&(~y|z)))&~t)|((y^~(~x|(y^z)))&t)) + 12297829383718346639*((((x|y)&(x^(y^z)))&~t)|(((x&y)^(y|z))&t)) + 4099276425125394258*(((x|(~y&z))&~t)|(~(x&y)&t)) + 16397105861146854487*((((x&y)^(x^(y&z)))&~t)|(~(x&(y&z))&t)) + 16397105820051550952*(((y&~(x&~z))&~t)|((x&(y&z))&t)) + 12297829331415233049*(((y^(x|(~y|z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 14347467674735714153*((~(x&~x)&~t)|(((x|y)&(x^(y^z)))&t)) + 14347467633640410618*((((x&y)|~(y|z))&~t)|((z&(x|~y))&t)) + 8198552921233585531*((((x&y)|~(x^(y^z)))&~t)|((~(x&~y)&~(y^z))&t)) + 4099276440069140998*((((x&y)|~(x^(y^z)))&~t)|((y&(x|z))&t)) + 8198552921233585531*(((~z&(x^y))&~t)|((z^(x&~y))&t)) + 14347467626168537248*(((y^(x&z))&~t)|(((x^y)|~(x^z))&t)), 3735936685*~x
5030930203618939843*((~(x|(y^z))&~t)|((z^(x|(~y|z)))&t)) + 6707906936913274229*(~x&(~y&(z|t))) + 13415813873826548458*((~z&~t)|((y^~(x&(~y&z)))&t)) + 11738837136796277387*(((z&~(x&~y))&~t)|((y^(~x|(~y|z)))&t)) + 6707906933177337544*(((y^(x|(y|z)))&~t)|((y^~(~x|(~y&z)))&t)) + 8384883666471671930*((((x&z)|(y&~z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 3353953466588668772*(((x&(y&z))&~t)|((y^(x&(~y|z)))&t)) + 10061860407237879686*(((~(x&~y)&(x^(y^z)))&~t)|((~x|(y^z))&t)) + 5030930207354876528*(((z^~(~x|(~y&z)))&~t)|(((x^y)|(x^z))&t)) + 15092790603384946159*(((~z&~(x^y))&~t)|((x|~y)&t)) + 6707906940649210914*((~(x|(y|z))&~t)|((y&z)&t)) + 3353953470324605457*((~(x&~y)&~t)|((y|~z)&t)) + 1676976733294334386*(((y&~(x&~z))&~t)|((y^(~x&(y^z)))&t)) + 11738837133060340702*(((z^~(~x&(y|z)))&~t)|((x|z)&t)) + 16769767340415217230*((((y&z)|(x&(y|z)))&~t)|((x|z)&t)), 3735936685*~x
1366425482513671456*(((x^(y^z))&~t)|(~(y|z)&t)) + 4099276458748824423*(((z|(x^y))&~t)|(((x&y)^~(x^(y&z)))&t)) + 4782489211213470206*((((x&y)^~(x^(~y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 6832127434983977390*(((z^(~x|(y&z)))&~t)|((~x&(~y|z))&t)) + 683212744992772413*((~(x|(y^z))&~t)|((z&~(x&y))&t)) + 8881765666226357944*(((z^~(x&(y&z)))&~t)|((~(x^y)&~(x^z))&t)) + 15713893097474398649*(((z^(~x&(y|z)))&~t)|(((x&y)|~(y|z))&t)) + 2732850976235152967*(((y^(~x|(~y&z)))&~t)|((x^(y^z))&t)) + 16397105849939044432*((((y&z)|(~x&(y|z)))&~t)|((y^~(x&(y|z)))&t)) + 4099276455012887738*(((~(x|~y)|~(x^(y^z)))&~t)|(~(~x&(~y|z))&t)) + 15030680352481626236*(((y|(x&~z))&~t)|((x|(~y&z))&t)) + 3735936685*(((y^(x&(y^z)))&~t)|((y&z)&t)) + 1366425486249608141*(((y^(x&(~y|z)))&~t)|((y|(x&~z))&t)) + 14347467607488853823*(((x&z)&~t)|(((x&y)^(x^(~y|z)))&t)) + 1366425489985544826*((((x^y)|~(x^z))&~t)|((~x|(y&z))&t)) + 12297829383718346639*(((~x|(y&z))&~t)|((x|z)&t)), 3735936685*~x
16210775097229084663*(((z|~(x|~y))&~t)|((~(x&y)&(x^(y^z)))&t)) + 13415813873826548458*((((x&z)^~(y&~z))&~t)|((~(x^y)&(x^z))&t)) + 15651782850307015411*(((x&~x)&~t)|((y^~(~x&(y^z)))&t)) + 1676976737030271071*(((y^~(~x&(~y|z)))&~t)|((z^~(x&~y))&t)) + 10620852650424012253*((~(~x&(y^z))&~t)|((y^(x|(y|z)))&t)) + 8384883666471671930*((((x^y)|(x^z))&~t)|((y^(x|z))&t)) + 12856821630640415891*((~(~x|(y^z))&~t)|((z^(x&(~y|z)))&t)) + 17887751826787482364*((((y&z)|(x&(y|z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 16210775093493147978*((~(x|(y|z))&~t)|((x^(y&z))&t)) + 8943875913393741182*(((y^(~x|(~y&z)))&~t)|((y^~(x&(~y|z)))&t)) + 18446744069973614931*((~(y^z)&~t)|((x&z)&t)) + 3912945713510738024*(((z^~(x&(~y|z)))&~t)|((x&(~y|z))&t)) + 15651782850307015411*((((x&z)^(x^(y&z)))&~t)|((y^~(x&(y&z)))&t)) + 13415813873826548458*(((y|z)&~t)|((y^(~x&(y^z)))&t)) + 11179844889874208135*(((x|(y|z))&~t)|(~(x&(~y&z))&t)) + 2235968983952340323*((~(x&(~y|z))&~t)|((z^~(x|(y&z)))&t)), 3735936685*~x
