# 49374 + 3735936685*(x^y)
9223372092893653274*((x&~z)|~t) + 12297829264168701879*(((~(x&~y)&~(y^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 3735936685*(((z^(x|(y&z)))&~t)|((~(x^y)&(x^z))&t)) + 15372286734317845926*((~(x&~y)&~t)|((z^(~x|(y&z)))&t)) + 3074457272145042856*((~(~x&(~y|z))&~t)|((x^(~y|z))&t)) + 12297829488324261117*(((~z&~(x^y))&~t)|((y^~(~x&(y&z)))&t)) + 78454423515*((~(x^(y|z))&~t)|((y^~(x|(y^z)))&t)) + 9223371992023659023*((((x&y)^~(x^(y&z)))&~t)|((x^(y^z))&t)) + 134493325668*(((y|(x&~z))&~t)|(((x&y)|~(y|~z))&t)) + 6148914551761959082*(((y^(x&(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 18446744066237727620*((~(x|~y)&~t)|(((x|y)&~(y^z))&t)) + 15372286644655612356*((~(x&~x)&~t)|((~x|(y&z))&t)) + 3074457511244299460*(((y^(x|(~y&z)))&~t)|(~(x&(y^z))&t)) + 9223371943456630240*(((~(x^y)&(x^z))&~t)|(((x&y)^(x^(y&z)))&t)) + 18446744013934712778*(((x^(y|z))&~t)|(~(~x&(y^z))&t)) + 12297829432285358964*((((x&z)^(y|z))&~t)|(z&t)), 49374 + 3735936685*(x^y)
16602069664844216843*(((~(x|y)|~(x^(y^z)))&~t)|((x&~y)&t)) + 14757395259714818755*(((y^~(x&(y&z)))&~t)|((z^(~x|(y&z)))&t)) + 14757395259714818755*(((y^~(~x&(~y&z)))&~t)|(((x|~y)&(y^z))&t)) + 7378697631725402407*((((x&z)^(x^(~y&z)))&~t)|(~(x|~y)&t)) + 11068046441984149209*((~(y&~z)&~t)|(~(x&(y|z))&t)) + 16602069664844216843*(((~(x&~y)&(y^z))&~t)|((z^(x&(y|z)))&t)) + 11068046449456022579*((((x^y)|(x^z))&~t)|(~(x&z)&t)) + 3689348813994732861*((~(x&~z)&~t)|(((x&~y)|~(x^(y^z)))&t)) + 16602069668580153528*((~(x^(~y|z))&~t)|((~(x^y)&~(x^z))&t)) + 16602069661108280158*((~(x^(~y|z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 3689348817730669546*((((x&z)|(y&~z))&~t)|((x^(~y&z))&t)) + 12912720850849483982*(((x&(y|z))&~t)|((x&z)&t)) + 12912720847113547297*(((y|~(x|z))&~t)|(y&t)) + 7471873370*((((x&z)^~(x^(~y&z)))&~t)|((y^~(~x|(y&z)))&t)) + 11068046441984149209*(((~(x&~y)&(y^z))&~t)|((x|(y&z))&t)), 49374 + 3735936685*(x^y)
18187235361364383007*((~(x&~z)&~t)|((y^~(x&(~y&z)))&t)) + 4087262173671168857*(((~x|(y^z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 778526129563632457*~(x&(~y|(~z|t))) + 12975435452877166936*(((y^(x&z))&~t)|((x^(~y|z))&t)) + 9017927637246526039*(((z^(x|(y&z)))&~t)|((z^(x&y))&t)) + 713648954279280475*(((y^~(~x&(y|z)))&~t)|((z^~(~x|(~y&z)))&t)) + 5665940146685391252*((((x&z)^~(x^(y&z)))&~t)|(~(~x|(y^z))&t)) + 3416864669581423454*(((~z|~(x^y))&~t)|(((x|~y)&~(y^z))&t)) + 14467610532984143183*(((z^(x&(~y|z)))&~t)|((y&(x|~z))&t)) + 9861330942094510478*(((z^(~x|(~y&z)))&~t)|((~(x|y)|(x^(y^z)))&t)) + 3568244752716768324*~((x|~z)^y) + 4952291199877984147*(((~x&(y^z))&~t)|((y^(~x|(~y&z)))&t)) + 18143983914910784620*(((z^(x|(y&z)))&~t)|((z^~(~x|(y&z)))&t)) + 9947833849945503366*(((z|(x&y))&~t)|(~(x&(~y&z))&t)) + 9580196515862384388*((~(x^(~y|z))&~t)|(((x&~y)|~(y^z))&t)) + 12629423843888815494*((~(x^(y^z))&~t)|((y^~(~x|(y&z)))&t)), 49374 + 3735936685*(x^y)
9838263512952147902*(((y^(x|(y^z)))&~t)|(~(x|z)&t)) + 7993589095867801796*(((y^(x|z))&~t)|((~y&(x^z))&t)) + 7993589103339633388*((~(y|z)&~t)|((x&~y)&t)) + 17216961132722587099*(((x|z)&~t)|((y^~(x&~z))&t)) + 15372286730581911773*(((y^(x&z))&~t)|((z&(x^y))&t)) + 6148914689991204977*((~(x|y)&~t)|(((x|y)&~(x^(y^z)))&t)) + 10453154977841734628*(((y|z)&~t)|((y^(x|(y^z)))&t)) + 7378697627242255597*(((z^~(~x|(~y&z)))&~t)|((~x|(~y&z))&t)) + 4919131749004240460*(((z^~(~x&(y|z)))&~t)|((x&(y&z))&t)) + 10453154974105820731*(((x|~z)&~t)|((z^~(x&(y&z)))&t)) + 11682937915092808036*(((~y&~(x^z))&~t)|((y^(~x&(y|z)))&t)) + 8608480568229216316*(((~(x^y)|(x^z))&~t)|(~(x^y)&t)) + 3689348815489084747*(((~(x&y)&(y^z))&~t)|((z^~(x&(~y|z)))&t)) + 10453154977841753618*(((x^(~y&z))&~t)|((y^(~x&(y^z)))&t)) + 7378697630978188484*(((z^~(~x&(~y&z)))&~t)|((y|(x&z))&t)) + 16602069664097044698*(((y^(~x|(y^z)))&~t)|((y|~(x^z))&t)), 49374 + 3735936685*(x^y)
11033566553579136020*(((z^(x|(~y|z)))&~t)|((y^~(~x&(y^z)))&t)) + 9999169681008772179*(((~(x&y)&(x^(y^z)))&~t)|((y^~(~x&(y^z)))&t)) + 3275590070944066271*(x&(~y|(z^t))) + 5947781965910684850*(((~(x&y)&(y^z))&~t)|(~(y&z)&t)) + 10343968643513475706*((~(x^(~y&z))&~t)|((~x&(y&z))&t)) + 6206381186855253011*(((y^~(x&(y|z)))&~t)|((~x&(y&z))&t)) + 5947781962174797539*(((z^~(x&~y))&~t)|((z^(x&(~y|z)))&t)) + 10947366808283063969*(((y^(x&~z))&~t)|(((x|~y)&~(y^z))&t)) + 16205550860392151820*((((y&z)^~(~x&(y^z)))&~t)|(((x|~y)&(x^(y^z)))&t)) + 13791958193841925398*(((y^(x|(y|z)))&~t)|((~y|~(x^z))&t)) + 8102775433932012595*(((~x&(~y|z))&~t)|((y|(x&~z))&t)) + 5171984321756713166*((((x&z)^~(x^(~y&z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 15946951658127267084*((((x|y)&(y^z))&~t)|((z^~(~x|(y&z)))&t)) + 9481971257799319282*(((y^~(~x&(y|z)))&~t)|((~(x^y)|(x^z))&t)) + 1292996074835297951*((~(x|(y|z))&~t)|(~(x&~y)&t)) + 11292165759579957441*(((z|(x&~y))&~t)|(((x&y)|~(x^(y^z)))&t)), 49374 + 3735936685*(x^y)
2873903794*(((y^(x&(y|z)))&~t)|((~x&(y^z))&t)) + 18446744073134681984*(((y^~(~x|(y&z)))&~t)|((y^(x|(~y|z)))&t)) + 12297829379407622612*((((y&z)^~(x&(y^z)))&~t)|(((x|~y)&(y^z))&t)) + 12297829382281477032*(((z^~(~x&(y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 12297829382281526406*((((y&z)^~(~x&(y^z)))&~t)|((x^z)&t)) + 18446744072559911100*(((~(x|~y)|~(x^(y^z)))&~t)|((z^~(~x&(~y|z)))&t)) + 3735887311*(((y^~(~x&(~y&z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12297829386879545356*(((y^(x&(~y|z)))&~t)|((y^(x|(y^z)))&t)) + 12297829381706706148*(((~(x&y)&~(x^(y^z)))&~t)|((~y|(x^z))&t)) + 1436951897*(((y&~(x^z))&~t)|((~(x|~y)|(y^z))&t)) + 12297829381706706148*(((y^(~x|(y|z)))&~t)|(~(x&(y&z))&t)) + 2011722781*(((~(x|y)|~(y^z))&~t)|(((x|y)&(x^(y^z)))&t)) + 12297829383430920052*(((y^~(x|(y&z)))&~t)|((x|(~y&z))&t)) + 862082265*((~(x|y)&~t)|((z&~(x&~y))&t)) + 6148914688841630293*(((x|(y&z))&~t)|(((y&z)|(~x&(y|z)))&t)) + 18446744072272698467*((((x&y)|~(x^(y^z)))&~t)|(~(x&~z)&t)), 49374 + 3735936685*(x^y)
527049828115653176*(((y^(x|(y&z)))&~t)|(~(~x|(y|z))&t)) + 10540996607143859374*(((z^(x|(~y|z)))&~t)|(~(x|(~y|z))&t)) + 12649195930814183385*(((x&y)&~t)|((~y&~(x^z))&t)) + 15284445101279794623*((x&~t)|(((x^y)&~(x^z))&t)) + 8432797290945408733*((((x^y)&~(x^z))&~t)|(((x|y)&(y^z))&t)) + 14230345430104790905*((~(x|(~y|z))&~t)|((y^(~x|(y|z)))&t)) + 12122146106434466894*(((~(x&y)&~(x^(y^z)))&~t)|((y^~(~x|(~y&z)))&t)) + 14757395258220444081*((((x&y)^(x^(y&z)))&~t)|((z&(x^y))&t)) + 14230345430104790905*((((y&z)^~(x&(y^z)))&~t)|((y&(x|~z))&t)) + 13176245766401660557*((((x&y)|(y^z))&~t)|((x^(~y&z))&t)) + 13176245758929836561*(((z&(x|~y))&~t)|((y^~(x|~z))&t)) + 14757395265692317451*(((z|~(x|y))&~t)|((~z|~(x^y))&t)) + 4743448475456301198*((~(x^(~y|z))&~t)|((x&(~y|z))&t)) + 3689348811753170850*((~(~x&(y^z))&~t)|(~(x^z)&t)) + 3735936685*(((z^(x|(y|z)))&~t)|((y&z)&t)) + 10013946782764142883*(((y^~(~x&(~y|z)))&~t)|(((x&y)|~(y^z))&t)), 49374 + 3735936685*(x^y)
3735986059*((((x&y)|~(x^(y^z)))&~t)|(~(x|(y|z))&t)) + 1272189247879810535*((z&~t)|(~(~x|(~y|z))&t)) + 1908283896103501751*(((z|(x^y))&~t)|((y^~(x&(~y&z)))&t)) + 4452662317143846007*(((z^(x&~y))&~t)|((z^(x|y))&t)) + 12085797834310400193*(((z^~(x&(y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 10813608612582343949*((((x&z)^~(y&~z))&~t)|((y^~(~x&(~y|z)))&t)) + 6360946205775326266*(((y^(x&(y|z)))&~t)|((z^(~x|(~y&z)))&t)) + 16538460237381481191*(((y^(x&~z))&~t)|(((x&y)|(y^z))&t)) + 10813608582694702347*(((y&~(x&z))&~t)|((y&~(x&~z))&t)) + 13994081704262197027*(((z^(x|(~y&z)))&~t)|((y|~(x|z))&t)) + 16538460263533284856*((((x|y)&~(x^(y^z)))&~t)|((y|~z)&t)) + 13994081696790323657*((((x^y)|~(x^z))&~t)|(((x&~y)|~(y^z))&t)) + 10177513983038533654*(((y&~(x&~z))&~t)|((y^~(~x|(y&z)))&t)) + 1908283832592034992*((((x|y)&~(x^(y^z)))&~t)|(~(~x&(y^z))&t)) + 13357987078454274043*(((y^(x&(y^z)))&~t)|((z|(x^y))&t)) + 6997040857735102289*((~(x|~y)&~t)|((x|(~y|z))&t)), 49374 + 3735936685*(x^y)
1418980311682203786*((~(x&z)&~t)|((~x&(~y&z))&t)) + 7094901565308174588*(((x|(~y|z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 2837960629974130313*((((x|~y)&(x^(y^z)))&~t)|(((x^y)&(x^z))&t)) + 17027763767487487025*(((y|(x&~z))&~t)|((~(x&y)&~(y^z))&t)) + 17027763758291411145*(((y|~z)&~t)|((z^(x|(~y&z)))&t)) + 8513881881301032771*(((y^~(~x|(~y&z)))&~t)|((y^~(~x|(y^z)))&t)) + 2837960623939224032*((((x&z)^(y|z))&~t)|((z^(x&(~y|z)))&t)) + 8513881880438882142*(((y&(x|z))&~t)|(((x&z)^(y|z))&t)) + 17027763757429309890*((~(x^(~y|z))&~t)|((y^~(x|(~y&z)))&t)) + 8513881879289397344*(((~(x^y)&(x^z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744072272633901*(((y^~(x|~z))&~t)|((y^~(x&(y|z)))&t)) + 14189803138662841510*(((y^(~x|(y|z)))&~t)|((z^(~x&(~y|z)))&t)) + 17027763763751599714*(((~(x|~y)|~(y^z))&~t)|(((x&y)|(y^z))&t)) + 5675921247303631604*((((x|~y)&~(y^z))&~t)|((z^~(x|y))&t)) + 12770822820083630188*((((y&~z)|~(x|(~y&z)))&~t)|((z^~(x|(y&z)))&t)) + 17027763763464216171*(((z^~(x&(~y&z)))&~t)|((z|(x&y))&t)), 49374 + 3735936685*(x^y)
15534100279872718097*((x|y)&~t) + 2912643797572770204*((~(~x&(y^z))&~t)|((x&~z)&t)) + 4854406336759708504*((~(x|y)&~t)|((z^(x|(~y|z)))&t)) + 12621456463620363216*(((y^~(~x|(y^z)))&~t)|(((x|~y)&(y^z))&t)) + 4854406333023821193*((((x&y)|~(y|~z))&~t)|((z^(x|(~y&z)))&t)) + 1941762539186987674*(((x|y)&~t)|((y&~(x&z))&t)) + 14563219006543336949*((((y&z)^~(x&(y^z)))&~t)|((~x&(~y|z))&t)) + 1941762535451050989*(((y^~(x&(y|z)))&~t)|((z&(x^y))&t)) + 13592337729477969742*((((x&z)^(x^(y&z)))&~t)|((x&y)&t)) + 970881269593493837*(((~(x&~y)&~(y^z))&~t)|((y^~(x|(~y&z)))&t)) + 16504981538258451253*(((~x|(y^z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 970881265857557152*((((x|~y)&~(y^z))&~t)|((x^(~y&z))&t)) + 9708812680991339752*(((z^(x|(~y&z)))&~t)|((x|(~y&z))&t)) + 16504981534522514568*(((x&(~y&z))&~t)|((~(x|y)|~(y^z))&t)) + 2912643805044594200*(((x&(~y&z))&~t)|((z^~(~x|(y&z)))&t)) + 12621456471092236586*(((~(x^y)|~(x^z))&~t)|(((x&y)^(x^(y&z)))&t)), 49374 + 3735936685*(x^y)
11797336332117609955*(((z|(x&y))&~t)|(~(~x|(y|z))&t)) + 12869821461370399308*(((x^(y|z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 12869821442690617135*((~(x^(y|z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 7292898826615528142*(((y^(x|(y|z)))&~t)|((y^~(x&(y^z)))&t)) + 17803252992421901820*((((x^y)&~(x^z))&~t)|((y^~(~x&(~y&z)))&t)) + 14585797642023147481*(((y^~(x&(y&z)))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 3860946424214481391*(((~x&(~y&z))&~t)|((~(x&y)&(y^z))&t)) + 1715976184388684858*(((z^~(~x|(y&z)))&~t)|((z^~(~x&(~y|z)))&t)) + 7721892867108744955*(((y^~(~x|(~y&z)))&~t)|((y^~(~x&(~y|z)))&t)) + 3002958335756075647*(((y&(x^z))&~t)|((y^(x&(y|z)))&t)) + 9223372033118814436*(((~z|(x^y))&~t)|(((x|~y)&~(y^z))&t)) + 12655324413104092955*((~y&~t)|((z^~(x&(y&z)))&t)) + 9008875011004213000*((~(x|~z)&~t)|(~(x^y)&t)) + 16087276800561294218*(((z^~(x&(y|z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 16730767893056803443*((~(x^(y|z))&~t)|(((x^y)|~(x^z))&t)) + 10081360143992939038*(((y^~(~x&(y^z)))&~t)|((y|z)&t)), 49374 + 3735936685*(x^y)
13835058023526788294*(((z^(x|(~y|z)))&~t)|((y^~(x&(~y&z)))&t)) + 13835058068357880392*((((y&z)|(x&(y|z)))&~t)|(((x&z)^~(x^(y&z)))&t)) + 4611686042710889952*(((y^~(~x|(y^z)))&~t)|((x^(y|z))&t)) + 13835058068357880392*(((~x&(y&z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 26151458047*(((y^~(x&z))&~t)|(~(x^y)&t)) + 18446744055029917565*(((z^~(~x&(~y|z)))&~t)|((x^(~y&z))&t)) + 18446744062501790935*(((z|(x&~y))&~t)|(((x&y)|(x^(y^z)))&t)) + 9223372048062561176*((((y&z)|(~x&(y|z)))&~t)|((x&z)&t)) + 4611686024031255901*((~y&~t)|(((x&y)|~(y^z))&t)) + 9223372010703293074*(((x|y)&~t)|((z&~(x&~y))&t)) + 13835058079565690447*((((x&y)^~(x^(~y|z)))&~t)|((z^(x&~y))&t)) + 9223372033118863810*(((z|(x&~y))&~t)|((~(x^y)|(x^z))&t)) + 18446744062501741561*(((z^~(x|~y))&~t)|((y|(x&z))&t)) + 13835058057150119711*(((z^~(~x|(y&z)))&~t)|(~(y&~z)&t)) + 13835058030998661664*~((x&~z)|~t) + 4611686031503129271*((~(~x|(y&z))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*(x^y)
11068046450375626369*(((y^~(x|(y^z)))&~t)|((~z&(x^y))&t)) + 2459565875594216433*((((x&~y)|(y^z))&~t)|((~x&(~y&z))&t)) + 3689348813534906279*(((y^(x&z))&~t)|(((x^y)&~(x^z))&t)) + 14757395259599874453*((((x^y)&(x^z))&~t)|((y^~(x&~z))&t)) + 6148914689991204977*(((y^(~x&(y|z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 6148914695164044185*(((~(x&y)&~(x^(y^z)))&~t)|((z^(x&(~y|z)))&t)) + 3689348808936837955*(((x&y)&~t)|((z^~(~x&(~y|z)))&t)) + 9838263506399916302*((x&~t)|((y^~(~x&(~y|z)))&t)) + 6148914694301863172*((~(y&z)&~t)|((z&~(x&y))&t)) + 7378697637128130219*(((y&~z)&~t)|((y^~(x|(y^z)))&t)) + 6148914684818365769*((((x&y)^~(x^(y&z)))&~t)|((x^(y^z))&t)) + 15987178197253203544*((((x^y)|(x^z))&~t)|(~(x^y)&t)) + 14757395259312513698*((((y&~z)|~(x|(~y&z)))&~t)|((x&(y|z))&t)) + 6148914686255268292*(((z^~(x&(y|z)))&~t)|(~(x^(y|z))&t)) + 4919131750900923989*((((x|~y)&~(x^(y^z)))&~t)|((y|~(x|z))&t)) + 5460199963*((((y&~z)^(x|(y^z)))&~t)|((x|(y|z))&t)), 49374 + 3735936685*(x^y)
4760450061965973489*(((y^~(~x&(y&z)))&~t)|(~(x|y)&t)) + 13091237740455063015*((~(x^(y^z))&~t)|((y^(~x|(y&z)))&t)) + 5950562593335177200*((~(~x|(y^z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 2380225047794660682*(((x&y)&~t)|((y^(x|(~y|z)))&t)) + 2975281315347222651*(((~x|(~y|z))&~t)|((y^~(~x&(y&z)))&t)) + 11306068949005187163*(((~(x^y)&(x^z))&~t)|((~(x|~y)|(y^z))&t)) + 16066519037122684531*(((y^~(~x&(~y|z)))&~t)|((x&(y&z))&t)) + 15471462784513803470*((((x|y)&(x^(y^z)))&~t)|(((x&y)|~(y|z))&t)) + 7140675117232507541*((~(y^z)&~t)|(((x&y)|~(y|z))&t)) + 15471462784513819928*((~y&~t)|((y&(x|~z))&t)) + 17256631549812204817*(((~x|(~y|z))&~t)|((x^(~y&z))&t)) + 13091237725511365649*(((z^(~x|(~y|z)))&~t)|((x&z)&t)) + 3570337556748293657*(((x&(~y&z))&~t)|((z^~(x|~y))&t)) + 6545618849679945572*((((x&z)|(y&~z))&~t)|((y|(x&~z))&t)) + 12496181476638437731*((((x&y)^(x^(y&z)))&~t)|((y^(x&(y^z)))&t)) + 3570337560484197426*(((y^(~x&(y|z)))&~t)|(((x^y)|~(x^z))&t)), 49374 + 3735936685*(x^y)
3570337563738069801*(((x^(~y&z))&~t)|(~(~x|(y|z))&t)) + 11306068946233477846*(((y^(x&(y^z)))&~t)|((z^(~x|(y|z)))&t)) + 9520900169968175164*((~(~x&(y^z))&~t)|(~(x|(y&z))&t)) + 10711012683742401865*(((x^(~y&z))&~t)|((~(x&y)&(y^z))&t)) + 16066519034953304617*((~(y|~z)&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 4165393826229014118*((((x&y)^~(x^(~y|z)))&~t)|((z^~(~x&(y|z)))&t)) + 10711012687478272718*(((y&~z)&~t)|(((x&y)|~(y|z))&t)) + 13686293992461318429*((((x^y)|(x^z))&~t)|((y&(x|~z))&t)) + 6545618861249307974*((((x&z)|~(y|z))&~t)|((z&~(x^y))&t)) + 4760450088719925519*((~(x&~z)&~t)|((~(x|y)|(x^(y^z)))&t)) + 10711012683742401865*((~(x^(~y&z))&~t)|(~(x^y)&t)) + 8330787641250465051*((((x&y)|~(y|~z))&~t)|((y^~(x&(y|z)))&t)) + 1785168783737011472*((((x&y)^~(x^(~y|z)))&~t)|((z&(x|~y))&t)) + 595056266226782254*(((x&(y&z))&~t)|(((x&y)|~(y|~z))&t)) + 11306068946233428472*(((~(x&~y)&(y^z))&~t)|((y^~(x|(y&z)))&t)) + 5355506343739243336*~((x&y)&~t), 49374 + 3735936685*(x^y)
11259700924712143334*((((x|~y)&(x^(y^z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 9343156086224787021*(((~(x^y)&~(x^z))&~t)|(((x|y)&(y^z))&t)) + 9822292306120402609*(((y^(x&(y|z)))&~t)|((y^(~x|(~y|z)))&t)) + 7426611255209304078*(((~x&(y&z))&~t)|(((x&~y)|(y^z))&t)) + 3353953472022695656*((((y&~z)|~(~x|(~y&z)))&~t)|((x^(~y|z))&t)) + 16530199224014483996*(((y&~(x&z))&~t)|((z^~(~x&(y|z)))&t)) + 5030930208034092858*((((x&y)^~(x^(y&z)))&~t)|(~(x&z)&t)) + 3114385354603088553*(((z|~(x|y))&~t)|((y^(x|(y^z)))&t)) + 7187043145261471597*(((x|(y&z))&~t)|((z^~(x&y))&t)) + 2156112940963315424*((((y&~z)|~(~x|(~y&z)))&~t)|((z^~(x&(y&z)))&t)) + 239568095004085741*(((x&(y^z))&~t)|((y^~(x|~z))&t)) + 11020132829708008219*(((x|(~y|z))&~t)|(((x&z)^(x^(y&z)))&t)) + 1916544838487356313*((((y&z)^~(~x&(y^z)))&~t)|((y|~(x|~z))&t)) + 10780564716024239053*(((~x&(~y|z))&~t)|(((x&y)^(x^(y&z)))&t)) + 14134518188047033457*(((y^(~x|(y|z)))&~t)|((y|(x&z))&t)) + 7905747467633095670*((((y&z)|(x&(y|z)))&~t)|((z|(x^y))&t)), 49374 + 3735936685*(x^y)
11921365217576377033*(((z^~(x&(y&z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 7905747462829804931*(((~(x&y)&(x^(y^z)))&~t)|((y^~(~x&(~y&z)))&t)) + 6776354964403846739*((~(x|~y)&~t)|((y^(x|(y&z)))&t)) + 8031235516965165696*((((y&z)^~(~x&(y^z)))&~t)|((x&(y^z))&t)) + 13552709932543630163*(((x|(~y&z))&~t)|((x&(y^z))&t)) + 3011713317927946793*((~(x|y)&~t)|((z^~(~x&(y|z)))&t)) + 4643058029159213864*((~(y&z)&~t)|(~(x&z)&t)) + 16564423250471576956*(((x|~z)&~t)|((y^~(~x&(y|z)))&t)) + 17317351582755516168*(((y^~(~x&(y|z)))&~t)|((y^(x|(~y&z)))&t)) + 13301733820537021322*((((x&z)|(y&~z))&~t)|((x&y)&t)) + 9788068282331744158*~((x|~z)^t) + 10791972722886404900*(((y^z)&~t)|(((x|y)&~(y^z))&t)) + 2384273043515255657*(((y^(x&(y|z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 5646962473449860665*((((x&y)^(y|z))&~t)|(y&t)) + 1129392498425958192*(((y&~(x&z))&~t)|((y|~z)&t)) + 12297829379982360580*(((z^~(~x&(y&z)))&~t)|(((x&y)|~(x^(y^z)))&t)), 49374 + 3735936685*(x^y)
7471862398*(((z|~(x|~y))&~t)|(~(x|(y|z))&t)) + 13835058060886050910*((((x&z)^~(y&~z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 9223372040590704264*((((x&y)^~(x^(~y|z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 6917529011763377689*(((~y|(x^z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 11529215058210237242*(((y^~(x&~z))&~t)|(~y&t)) + 13835058049678268285*(((y|~(x^z))&~t)|((y^(x|z))&t)) + 9223372025646979468*(((~(x^y)|~(x^z))&~t)|(~(x|~z)&t)) + 13835058060886067368*(((y^(~x|(~y|z)))&~t)|((~x&(~y|z))&t)) + 4611686016559415447*(((z^(x&(y|z)))&~t)|((z^~(~x&(y|z)))&t)) + 4611686020295346646*((((x&z)^(x^(y&z)))&~t)|((y^(x&z))&t)) + 6917529026707091513*((~(~x|(~y|z))&~t)|((y^(x&(~y|z)))&t)) + 6917529030443044656*(((z^(x|(~y&z)))&~t)|(((x&y)^(y|z))&t)) + 9223372029382905181*((~(x&z)&~t)|((y^(~x|(y^z)))&t)) + 13835058045942326114*(((x&(~y|z))&~t)|(~(x&(y^z))&t)) + 9223372048062561176*((~(~x&(~y&z))&~t)|(((y&z)|(x&(y|z)))&t)) + 4611686024031261387*~(x&(~y&(~z&t))), 49374 + 3735936685*(x^y)
14829735421989742950*((((x|y)&~(y^z))&~t)|(~(y|z)&t)) + 16999940618999107096*(((y^~(x&(y|z)))&~t)|(~(x|y)&t)) + 11936128527512600650*((~(~x|(y|z))&~t)|((y^(x|(y&z)))&t)) + 3617008644247935296*((((x|~y)&(y^z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 11212726800157378390*(((y^~(x&(~y|z)))&~t)|((x^(y&z))&t)) + 13021231096129838617*((((x&y)^~(x^(y&z)))&~t)|((y^(x&(~y|z)))&t)) + 9765923330503236504*(((~(x&y)&~(x^(y^z)))&~t)|(((x|~y)&~(y^z))&t)) + 16638239747849647283*((((x|~y)&(x^(y^z)))&~t)|((y&(x|~z))&t)) + 1085102594768745388*(((~(x&y)&~(y^z))&~t)|(~(x^(y&z))&t)) + 15191436293139202763*(((z|~(x|y))&~t)|(~(~x&(~y|z))&t)) + 15553137171760535946*(((z^~(~x&(~y|z)))&~t)|((y|~z)&t)) + 9042521599412077559*((((x|y)&~(y^z))&~t)|((~(x|y)|~(y^z))&t)) + 7957419019587029537*((~(~x&(~y&z))&~t)|((~(x|y)|~(y^z))&t)) + 16638239747849647283*(((z^(x|(~y|z)))&~t)|((~(x^y)|(x^z))&t)) + 361700867413523128*(((z^~(x|(y&z)))&~t)|(~(~x&(~y&z))&t)) + 18446744069973614931*((((x&~y)|(y^z))&~t)|((z|~(x|y))&t)), 49374 + 3735936685*(x^y)
9385185582409689124*(((y^~(x|(y&z)))&~t)|((x&~z)&t)) + 14239591911697573632*(((z^~(x|y))&~t)|((~x&(y^z))&t)) + 3559897957376803358*(((y^~(~x&(y|z)))&~t)|(((x&y)^~(x^(y&z)))&t)) + 16828608640576038566*(((~x&(y&z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 6796168875946745552*(((z^(x|~y))&~t)|(((x^y)&(x^z))&t)) + 7443423046958588761*((((x&z)|(y&~z))&~t)|(((x&y)^(y|~z))&t)) + 4207152176955675350*((~(x&(~y|z))&~t)|((z^~(~x&(~y|z)))&t)) + 7443423043222701450*(((x&(y|z))&~t)|(~(x^(y^z))&t)) + 13592337759365315100*(((x&(y^z))&~t)|((x^(y&z))&t)) + 15534100242513499369*((~(~x|(~y|z))&~t)|((y^(x&(~y|z)))&t)) + 18123116993807485665*((((x&y)|(x^(y^z)))&~t)|((y^(~x&(~y|z)))&t)) + 9708812647368008335*(((y^~(~x|(y^z)))&~t)|((z^(x&~y))&t)) + 15210473177555130784*((~(y&~z)&~t)|((z^(x&~y))&t)) + 1941762572810368465*(((x^y)&~t)|((~(x|~y)|(x^(y^z)))&t)) + 8414304290400624551*((((x&y)^(y|z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 1941762539186987674*(((z^~(x|(y&z)))&~t)|((y|~(x^z))&t)), 49374 + 3735936685*(x^y)
